Key,Value
1234,"Fortalecer Voluntad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Aumenta la voluntad del objetivo.[/center]
El objetivo ganará de %1bm a %2bm puntos de voluntad[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador. El aumento dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1235,"Fortalecer Agilidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Aumenta la agilidad del objetivo.[/center]
El objetivo ganará de %1bm a %2bm puntos de agilidad[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador. El aumento dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1236,"Fortalecer Resistencia[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Aumenta la resistencia del objetivo.[/center]
El objetivo ganará de %1bm a %2bm puntos de resistencia[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador. El aumento dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1237,"Fortalecer Personalidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Aumenta la personalidad del objetivo.[/center]
El objetivo ganará de %1bm a %2bm puntos de personalidad[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador. El aumento dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1238,"Fortalecer Velocidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Aumenta la velocidad del objetivo.[/center]
El objetivo ganará de %1bm a %2bm puntos de velocidad[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador. El aumento dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1239,"Fortalecer Suerte[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Aumenta la suerte del objetivo.[/center]
El objetivo ganará de %1bm a %2bm puntos de suerte[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador. El aumento dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1240,"Sanar Fuerza[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la fuerza del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de fuerza,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la fuerza del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1241,"Sanar Inteligencia[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la inteligencia del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de inteligencia,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la inteligencia del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1242,"Sanar Voluntad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la voluntad del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de voluntad,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la voluntad del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1243,"Sanar Agilidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la agilidad del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de agilidad,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la agilidad del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1244,"Sanar Resistencia[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la resistencia del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de resistencia,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la resistencia del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1245,"Sanar Personalidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la personalidad del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de personalidad,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la personalidad del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1246,"Sanar Velocidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la velocidad del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de velocidad,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la velocidad del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1247,"Sanar Suerte[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la suerte del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de suerte,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la suerte del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1248,"Sanar Salud[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la salud del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de salud,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la salud del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1249,"Sanar Fatiga[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Sana la fatiga del objetivo.[/center]
El objetivo sanará de %1bm a %2bm puntos de fatiga,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador hasta que la fatiga del objetivo[/center]
esté en su nivel normal.""[/center]
[/end]"
1250,"Transferir Fuerza[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la fuerza del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de fuerza,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1251,"Transferir Inteligencia[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la inteligencia del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de inteligencia,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1252,"Transferir Voluntad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la voluntad del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de voluntad,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1253,"Transferir Agilidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la agilidad del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de agilidad,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1254,"Transferir Resistencia[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la resistencia del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de resistencia,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1255,"Transferir Personalidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la personalidad del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de personalidad,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1256,"Transferir Velocidad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la velocidad del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de velocidad,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1257,"Transferir Suerte[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la suerte del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de suerte,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1258,"Transferir Salud[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la salud del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de salud,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1259,"Transferir Fatiga[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Transfiere la fatiga del objetivo al lanzador.[/center]
El objetivo transferirá de %1bm a %2bm puntos de fatiga,[/center]
más %1am a %2am puntos por cada %clm nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1260,"Invisibilidad (Normal)[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Vuelve invisible al objetivo.[/center]
El objetivo permanecerá invisible durante %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador.[/center]
Si el objetivo ataca algo, la invisibilidad se disipa.""[/center]
[/end]"
1261,"Invisibilidad (Verdadera)[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Vuelve invisible al objetivo. Permanecerá invisible durante %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador.[/center]
Si el objetivo ataca algo, seguirá siendo invisible.""[/center]
[/end]"
1262,"Levitar[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El objetivo puede flotar sobre el suelo.[/center]
El objetivo levitará durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel del lanzador.""[/center]
[/end]"
1263,"Luz[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Se crea una fuente de luz brillante alrededor del objetivo.[/center]
La luz permanecerá durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel del lanzador.""[/center]
[/end]"
1264,"Cerrar[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Cierra un cofre o puerta a un nivel de cierre igual al del lanzador.[/center]
El hechizo dura %bdr asalto(s), más %adr asalto(s) por cada %cld[/center]
nivel(es) del lanzador. La probabilidad base de éxito es %bch,[/center]
más %ach por cada %clc nivel(es) del lanzador.""[/center]
[/end]"
1265,"Abrir[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Abre cofres o puertas con un nivel de cerradura igual o inferior[/center]
al nivel del lanzador. La probabilidad base de éxito es %bch,[/center]
más %ach por cada %clc nivel(es) del lanzador.""[/center]
[/end]"
1266,"Regeneración[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Regenera la salud del objetivo. El objetivo ganará de %1bm a %2bm[/center]
puntos de salud más %1am a %2am puntos[/center]
por cada %clm nivel(es) del lanzador. Los aumentos continúan[/center]
durante %bdr asalto(s), más %adr asalto(s) por cada[/center]
%cld nivel(es) del lanzador.""[/center]
[/end]"
1267,"Silencio[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Silencia al objetivo, imposibilitando el lanzamiento de hechizos.[/center]
La probabilidad base de éxito es %bch, más %ach cada %clc nivel(es)[/center]
del lanzador. El silencio dura %bdr asalto(s), más[/center]
%adr asalto(s) por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1268,"Absorción de Hechizos[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El objetivo es capaz de absorber hechizos entrantes, añadiendo su[/center]
energía a su propia reserva. La probabilidad base de éxito[/center]
es %bch, más %ach cada %clc nivel(es) del lanzador.[/center]
La absorción dura %bdr asalto(s), más %adr asalto(s) por cada[/center]
%cld nivel(es) del lanzador.""[/center]
[/end]"
1269,"Reflexión de Hechizos[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El objetivo es capaz de reflejar hechizos entrantes hacia el lanzador.[/center]
La probabilidad base de éxito es %bch, más %ach cada %cld nivel(es)[/center]
del lanzador. La reflexión dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1270,"Resistencia a Hechizos[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El objetivo es capaz de resistir los hechizos entrantes. La probabilidad[/center]
base de éxito es %bch, más %ach cada %clc nivel(es) del lanzador.[/center]
La resistencia dura %bdr asalto(s), más %adr asalto(s) por cada[/center]
%cld nivel(es) del lanzador.""[/center]
[/end]"
1271,"Camaleón (Normal)[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo sea muy difícil de ver. El objetivo permanecerá[/center]
así durante %bdr asalto(s), más %adr asalto(s) por cada %cld nivel[/center]
del lanzador. Si el objetivo ataca algo,[/center]
el hechizo de camaleón se interrumpe.""[/center]
[/end]"
1272,"Camaleón (Verdadero)[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo sea muy difícil de ver. El objetivo permanecerá[/center]
así durante %bdr asalto(s), más %adr asalto(s) por cada[/center]
%cld nivel(es) del lanzador.""[/center]
[/end]"
1273,"Sombra (Normal)[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo se mezcle con las sombras normales. Permanecerá[/center]
así durante %bdr asalto(s), más %adr asalto(s) por cada[/center]
%cld nivel(es) del lanzador. Si el objetivo ataca algo,[/center]
el hechizo de sombra se interrumpe.""[/center]
[/end]"
1274,"Sombra (Verdadera)[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo se mezcle con las sombras normales. Permanecerá[/center]
así durante %bdr asalto(s), más %adr asalto(s) por cada[/center]
%cld nivel(es) del lanzador.""[/center]
[/end]"
1275,"Caída Lenta (Normal, Activado)[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo caiga a la mitad de la velocidad natural,[/center]
reduciendo enormemente el daño. Tras ser lanzado, el hechizo[/center]
seguirá activo durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador, y se activará cuando[/center]
el objetivo comience a caer.""[/center]
[/end]"
1276,"Acción Libre[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Cura al objetivo de la parálisis durante %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1277,"Salto[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo salte con el doble de su capacidad natural.[/center]
Tras ser lanzado, el hechizo sigue activo durante %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador,[/center]
y se activará cuando el objetivo salte.""[/center]
[/end]"
1278,"Escalada[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo trepe al doble de la velocidad natural.[/center]
Tras ser lanzado, el hechizo sigue activo durante %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador,[/center]
y se activará cuando el objetivo comience a trepar.""[/center]
[/end]"
1279,"Polimorfia Propia[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo se transforme en una criatura u objeto[/center]
seleccionado por el lanzador. La probabilidad base de éxito al[/center]
polimorfizar es %bch, más %ach por cada %clc nivel(es) del[/center]
lanzador. La transformación dura %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1280,"Polimorfia en Otro[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo se transforme en una criatura u objeto[/center]
seleccionado por el lanzador. La probabilidad base de éxito al[/center]
polimorfizar es %bch, más %ach por cada %clc nivel(es) del[/center]
lanzador. La transformación dura %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1281,"Polimorfia de Objeto[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Hace que el objetivo se transforme en una criatura u objeto[/center]
seleccionado por el lanzador. La probabilidad base de éxito al[/center]
polimorfizar es %bch, más %ach por cada %clc nivel(es) del[/center]
lanzador. La transformación dura %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1282,"Respiración Acuática[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Permite que el objetivo respire normalmente bajo el agua.[/center]
La probabilidad base de éxito al lanzarlo es %bch,[/center]
más %ach por cada %clc nivel(es) del lanzador.[/center]
La respiración acuática dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1283,"Caminar sobre el Agua[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Permite al objetivo caminar sobre el agua. Tras ser lanzado,[/center]
el hechizo seguirá activo durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1284,"Disminución[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Hace que el objetivo se reduzca a la mitad de su tamaño normal.[/center]
La probabilidad base de éxito es %bch, más un %ach[/center]
adicional por cada %clc nivel(es) del lanzador.[/center]
La disminución durará %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1285,"Pacificar Animal[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Pacifica a cualquier bestia viva de inteligencia subhumanoide.[/center]
La probabilidad base de éxito es %bch, más un %ach[/center]
adicional por cada %clc nivel(es) del lanzador.[/center]
La pacificación durará %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1286,"Pacificar Muerto Viviente[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Pacifica criaturas muertas vivientes. La probabilidad base[/center]
de éxito es %bch, más un %ach adicional por cada[/center]
%clc nivel(es) del lanzador. La pacificación durará[/center]
durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1287,"Pacificar Humanoide[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Pacifica criaturas humanoides. La probabilidad base de éxito[/center]
es %bch, más un %ach adicional por cada %clc[/center]
nivel(es) del lanzador. La pacificación durará[/center]
durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1288,"Pacificar Daedra[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Pacifica a los Daedra. La probabilidad base de éxito[/center]
es %bch, más un %ach adicional por cada %clc[/center]
nivel(es) del lanzador. La pacificación durará[/center]
durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1289,"Hechizar[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Aumenta el carisma del lanzador con el objetivo, mejorando así[/center]
la reputación del lanzador. La probabilidad base de éxito es %bch,[/center]
más un %ach adicional por cada %clc nivel(es) del lanzador.[/center]
El hechizo durará %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
