Key,Value
automapPlayerMarker,marcador del jugador
automapTeleporterEntrance,teletransportador (entrada)
automapTeleporterExit,teletransportador (salida)
exteriorAutomapBuildingTypeAlchemist,Alquimista
exteriorAutomapBuildingTypeArmorer,Armero
exteriorAutomapBuildingTypeBank,Banco
exteriorAutomapBuildingTypeBookseller,Librería
exteriorAutomapBuildingTypeClothingStore,Tienda de ropa
exteriorAutomapBuildingTypeFurnitureStore,Mueblería
exteriorAutomapBuildingTypeGemStore,Tienda de gemas
exteriorAutomapBuildingTypeGeneralStore,Almacén general
exteriorAutomapBuildingTypeGuildHall,Sede del gremio
exteriorAutomapBuildingTypeHouseForSale,Casa en venta
exteriorAutomapBuildingTypeLibrary,Biblioteca
exteriorAutomapBuildingTypePalace,Palacio
exteriorAutomapBuildingTypePawnShop,Casa de empeños
exteriorAutomapBuildingTypeTavern,Taberna
exteriorAutomapBuildingTypeTemple,Templo
exteriorAutomapBuildingTypeWeaponSmith,Forja de armas
exteriorAutomapBuildingTypeUnknown,Desconocido
exteriorAutomapToolTipTextGridButton,"clic izq: cambiar modo de vista (tecla: {0})\rmodos disponibles:\r- original (tecla {1})\r- extra: incluye edificios extra (tecla {2})\r- todo: edificios extra y objetos de suelo (tecla {3})\rcambia textura de fondo con {4}, {5}, {6}, {7}"
exteriorAutomapToolTipForwardButton,clic izq: mover arriba (tecla: {0})\rclic der: borde norte de la ubicación (tecla: {1})
exteriorAutomapToolTipBackwardButton,clic izq: mover abajo (tecla: {0})\rclic der: borde sur de la ubicación (tecla: {1})
exteriorAutomapToolTipLeftButton,clic izq: mover a la izquierda (tecla: {0})\rclic der: borde oeste de la ubicación (tecla: {1})
exteriorAutomapToolTipRightButton,clic izq: mover a la derecha (tecla: {0})\rclic der: borde este de la ubicación (tecla: {1})
exteriorAutomapToolTipRotateLeftButton,clic izq: rotar mapa a la izquierda (tecla: {0})\rclic der: rotar mapa sobre la posición del jugador a la izquierda (tecla: {1})
exteriorAutomapToolTipRotateRightButton,clic izq: rotar mapa a la derecha (tecla: {0})\rclic der: rotar mapa sobre la posición del jugador a la derecha (tecla: {1})
exteriorAutomapToolTipUpstairsButton,clic izq: aumentar zoom (tecla: {0})\rclic der: zoom máximo
exteriorAutomapToolTipDownstairsButton,clic izq: reducir zoom (tecla: {0})\rclic der: zoom mínimo
exteriorAutomapToolTipPanelCompass,clic izq: centrar en el jugador (tecla: {0})\rclic der: resetear vista (tecla: {1})
loading,Espere por favor...
classicSave,Clásico
cancel,Cancelar
renameSave,Renombrar
deleteSave,Eliminar
switchChar,Cambiar Personaje
savePrompt,Guardar partida
loadPrompt,Cargar partida
saveButton,Guardar
loadButton,Cargar
enterSaveName,Nombre del guardado
selectSaveName,Selecciona un guardado
confirmDeleteSave,¿Seguro que quieres borrar este guardado?
confirmOverwriteSave,¿Sobrescribir este guardado?
youMustEnterASaveName,Debes introducir un nombre de guardado.
youMustSelectASaveName,Debes seleccionar un guardado.
noSavesFound,No hay guardados. ¿Cargar uno Clásico?
cannotSaveNow,No puedes guardar ahora.
addEffect,Añadir efecto
buySpell,Comprar hechizo
newSpell,Nuevo hechizo
exit,Salir
casterOnly,Solo lanzador
byTouch,Al toque
singleTargetAtRange,Un objetivo a distancia
areaAroundCaster,Área alrededor del lanzador
areaAtRange,Área a distancia
fireBased,Basado en fuego
coldBased,Basado en frío
poisonBased,Basado en veneno
shockBased,Basado en descarga
magicBased,Basado en magia
selectIcon,Seleccionar icono
nextIcon,Siguiente icono
previousIcon,Icono anterior
nameSpell,Nombrar hechizo
enterSpellName,Introduce el nombre del hechizo:
noEffectsError,Debes añadir al menos un efecto a este hechizo.
deleteSpell,¿Quieres borrar este hechizo?
sortSpells,¿Quieres ordenar los hechizos?
effectNotFoundError,<efecto no encontrado>
noItemToActivate,No tienes ningún objeto mágico utilizable
Akatosh,Akatosh
Arkay,Arkay
Dibella,Dibella
Julianos,Julianos
Kynareth,Kynareth
Mara,Mara
Stendarr,Stendarr
Zenithar,Zenithar
removeKeybind,¿Seguro que quieres eliminar la asignación de tecla para {0} ('{1}')?
nord,Nórdico
settingsNotApplied,Nota: Algunos cambios no se aplicarán hasta que reinicies el juego.
doneButton,Listo
temple,templo
unknownPowers,Poderes desconocidos
cannotBeRepaired,Esto no se puede reparar.
youNeverAwaken,Nunca despiertas.
modSettings,Ajustes de Mods
gameEffectsSettings,Ajustes de Efectos
antialiasing,Antialiasing
ambientOcclusion,Oclusión ambiental
bloom,Bloom
motionBlur,Desenfoque de movimiento
vignette,Viñeta
depthOfField,Profundidad de campo
antialiasingTip,Suaviza los bordes de la imagen
enable,Activar
fxaa,FXAA
smaa,SMAA
taa,TAA
none,Ninguno
method,Método
fxaaFastMode,Modo rápido FXAA
low,Bajo
medium,Medio
high,Alto
smaaQuality,Calidad SMAA
taaSharpness,Nitidez TAA
disabled,Desactivado
setPageDefaults,Restablecer valores
ambientOcclusionTip,Oscurece los pliegues y huecos
scalableAmbientObscurance,Oscurecimiento ambiental escalable
multiScaleVolumetricObscurance,Oscurecimiento volumétrico multiescala
scalableAmbient,Ambiental escalable
multiScaleVolumetric,Volumétrico multiescala
intensity,Intensidad
lowest,Mínima
ultra,Ultra
radius,Radio
quality,Calidad
thickness,Grosor
bloomTip,Hace que las zonas brillantes resplandezcan
threshold,Umbral
diffusion,Difusión
bloomFastMode,Modo rápido Bloom
motionBlurTip,Simula objetos moviéndose más rápido que la exposición de cámara
shutterAngle,Ángulo de obturación
sampleCount,Recuento de muestras
vignetteTip,Oscurece hacia los bordes de la pantalla
smoothness,Suavidad
roundness,Redondez
rounded,Redondeado
depthOfFieldTip,Simula el enfoque de una lente de cámara
focusDistance,Distancia de enfoque
aperture,Apertura
focalLength,Distancia focal
maxBlurSize,Tamaño máx. desenfoque
small,Pequeño
large,Grande
veryLarge,Muy grande
ditherTip,Aplica ruido para reducir patrones como el banding de color
dither,Tramado
colorBoost,Potenciador de color
colorBoostTip,Da brillo a los colores cerca de la cámara
dungeonScale,Escala en mazmorras
interiorScale,Escala en interiores
exteriorScale,Escala en exteriores
dungeonFalloff,Atenuación en mazmorras
retroMode,Modo Retro
retroModeTip,Renderiza el mundo a resoluciones bajas
mode,Modo
retroModeOff,Desactivado
retroMode320x200,320x200
retroMode640x400,640x400
off,Desactivado
posterizationFull,Posterización (total)
posterizationMinusSky,Posterización (sin cielo)
palettizationFull,Paletización (total)
palettizationMinusSky,Paletización (sin cielo)
postProcess,Post-procesado
retroModeAspectCorrection,Corrección de relación de aspecto
FourThree,4:3
SixteenTen,16:10
notEnoughSpellpointsLeft,No te quedan suficientes puntos de hechizo.
totalIdentified,{0} de {1} identificados.
dispelMagicSuccess,La disipación de magia fue un éxito...
dispelMagicFailed,La disipación de magia falló...
smallerDungeonsChanged,Se han activado las mazmorras pequeñas mientras estabas dentro. Moviendo al jugador a la salida.
youNote,Anotación: 
customName,Nombre personalizado: 
StoresA,"%ef de
Lo mejor de %cn
El Escencial
Lord %ef
El Aventurero
Lo Curioso
Lo mejor de %ef
Gangas
Vintages
El Emperador
%cn
General de %ef
Lo Superior
Calidad %ef
Primera Clase
El de %rt
El Campeón
Doctor %ef
Lady %ef"
GeneralStoresB,"Suministros
Tienda de suministros
Equipamiento
Tienda de equipos
Equipo
Tienda de equipamiento
Artículos varios
Provisiones
Mercancía
Almacén general
Tienda minorista
Puesto comercial
Mercado
Género
Almacén"
WeaponStoresB,"Armas
Armamento
Armas y equipo
Pertrechos
Arsenal
Fabricante de armas
Hojas
Herrero
Metalúrgico
Forjador de armas"
ArmorStoresB,"Armería
Cotas de malla
Protección
Armaduras
Escudos
Égida
Metalistería
Herrero
Metalúrgico
Armero
Forja
Herrería"
BookStoresB,"Libros
Librería
Tienda de libros
Distribuidor de libros
Centro del libro
Vendedor de libros
Puesto de libros
Incunables"
LibraryStoresB,"Biblioteca
Sala de libros
Ateneo
Biblioteca pública
Historiadores
Sala de lectura
Seminario
Liceo"
ClothingStoresB,"Ropa
Vestimentas
Prendas
Vestuario
Disfraces
Vestiduras
Atuendos
Moda
Sastrería
Trajes
Galanas"
AlchemyStoresB,"Hierbas
Plantas aromáticas
Especias
Remedios
Antídotos
Física
Medicinas
Pociones
Tinturas
Medicamentos
Elixires
Farmacia
Boticario
Ungüentos
Agentes medicinales
Jardín de hierbas
Productos farmacéuticos
Química
Productos químicos
Productos experimentales
Alquimia
Soluciones alquímicas
Metalurgia"
GemStoresB,"Gemas
Piedras preciosas
Joyería
Joyas
Piedras finas
Bisutería
Joyeros
Cofre de joyas
Tienda de joyería
Tallador de gemas"
PawnStoresB,"Casa de empeños
Prestamistas
Suministros usados
Equipo usado
Equipamiento usado
Mercancía usada
Prendería
Antigüedades"
FurnitureStoresB,"Muebles
Mobiliario
Diseño de interiores
Tienda de muebles
Decoración
Carpintería
Ebanistería
Artesanías
Trabajos en madera"
LivestockStoresB,"Ganado
Criadores
Animales de granja
Bestias
Criaturas
Caza
Animalia
Fauna
Casa de fieras"
TavernsA,"La Reina y el
El Rey y el
El Sucio
El Negro
El Topo y el
El Verde
El Rojo
El Dorado
El Blanco
El Plateado
El Carmesí
El Volador
El Danzante
El Risueño
El Inquieto
El Sediento
El Desafortunado
El Afortunado
El Diablo y el
El Oxidado
El Aullador
El Gritón
El Murciélago y el
El León y el
El Lince y el
El Enano y el
El Castor y el
El Zorro y el
El Ratón y el
El Cerdo y el
La Pluma y el
El Sapo y el
La Rata y el
El Salvaje
El Pícaro y el
El Muerto"
TavernsB,"Abismo
Jarra
Foso
Gato
Perro
Goblin
Grifo
Dragón
Ogro
Gigante
Genio
Lobo
Cazador
Daga
Calavera
Espada
Guardia
Mazmorra
Yelmo
Castillo
Cántaro
Pájaro
Gnomo
Erizo
Rata almizclera
Marmota
Escorpión
Tejón
Cabra
Puercoespín
Sacerdote
Fauno
Ciervo
Bárbaro
Granuja
Hada"
houseForSale,Casa en venta
theBankOf,El Banco de
daggerfall,Daggerfall
wayrest,Wayrest
sentinel,Sentinel
palace,Palacio
regionNames,"Desierto de Alik'r
Montañas de Cola de Dragón
Colinas de Glenpoint
Acantilados de Daggerfall
Tierras de Yeorth
Dwynnen
Bosque de Ravennian
Roca del Diablo
Bosque de Malekna
Isla de Balfiera
Bantha
Dak'fron
Islas de la Bahía de Iliac Occidental
Punta de Tamarilyn
Acantilados de Lainlyn
Río Bjoulsae
Montañas de Wrothgar
Daggerfall
Glenpoint
Betony
Sentinel
Anticlere
Lainlyn
Wayrest
Aldea de Roca Alta
Aldea de Páramo del Martillo
Área de Orsinium
Bosque de Skeffington
Costa de la bahía de Páramo del Martillo
Costa del mar de Páramo del Martillo
Costa de la bahía de Roca Alta
Costa del mar de Roca Alta
Northmoor
Menevia
Alcaire
Koegria
Bhoriane
Kambria
Phrygias
Urvaius
Ykalon
Daenia
Shalgora
Abibon-Gora
Kairou
Pothago
Myrkwasa
Ayasofya
Tigonus
Kozanset
Satakalaam
Totambu
Mournoth
Ephesus
Santaki
Antiphyllos
Bergama
Gavaudon
Tulune
Páramos de Glenumbra
Colinas de Ilessan
Cybiades"
ocean,Océano
unknownUpper,Desconocido
switchToRegion,Cambiar a: Región de {0}
locationInRegionProvince,{0} en la provincia de {1}
dayNames,"Sundas
Morndas
Tirdas
Middas
Turdas
Fredas
Loredas"
monthNames,"Estrella de la Mañana
Amanecer
Primera Semilla
Mano de la Lluvia
Segunda Semilla
Mitad del Año
Cénit del Sol
Última Semilla
Fuego del Hogar
Helada
Ocaso
Estrella de la Tarde"
birthSignNames,"El Ritual
El Amante
El Señor
El Mago
El Sombra
El Corcel
El Aprendiz
El Guerrero
La Dama
La Torre
El Atronach
El Ladrón"
seasonNames,"Otoño
Primavera
Verano
Invierno"
longDateTimeFormatString,"{0:00}:{1:00}:{2:00} el {3}, {4}{5} de {6:00}, 3E{7}"
dateTimeFormatString,"{0:00}:{1:00}:{2:00} el {3}{4} de {5:00}, 3E{6}"
dateFormatString,{0} el {1}{2} de {3:00}
ingredientFormatString,{0} {1}
longWeaponNameFormatString,{0} {1}
longArmorNameFormatString,{0} {1}
strRatings,"patética
frágil
débil
bajo la media
media
bastante fuerte
atlética
muy fuerte
poderosa
sobrehumana"
intRatings,"vegetal
idiota
necio
torpe
media
astuto
bastante listo
muy inteligente
brillante
genio"
wilRatings,"insustancial
sumiso
pasivo
distraído
poco asertivo
estable
confiado
firme
muy concentrado
iluminado"
agiRatings,"zoquete
patoso
torpe
tosco
media
ágil
espabilado
destreza
muy ágil
acrobático"
endRatings,"enfermizo
lamentable
inestable
errático
media
sobre la media
muy sano
robusto
titánico
inmortal"
perRatings,"aborrecible
impopular
anónimo
modesto
poco notable
interesante
encantador
atrayente
autoritario
carismático"
spdRatings,"inactivo
perezoso
muy lento
lento
media
sobre la media
rápido
veloz
veloz como el rayo
meteórico"
lucRatings,"maldito
desahuciado
desfavorecido
desafortunado
media
bastante afortunado
afortunado
venturoso
muy propicio
favorecido por los dioses"
Mage,Mago
Spellsword,Espadachín arcano
Battlemage,Mago de batalla
Sorcerer,Hechicero
Healer,Sanador
Nightblade,Hoja nocturna
Bard,Bardo
Burglar,Salteador
Rogue,Pícaro
Acrobat,Acróbata
Thief,Ladrón
Assassin,Asesino
Monk,Monje
Archer,Arquero
Ranger,Montaraz
Barbarian,Bárbaro
Warrior,Guerrero
Knight,Caballero
Custom,Personalizada
darkBrotherhoodRanks,"Aprendiz
Oficial
Operador
Asesino
Verdugo
Castigador
Exterminador
Asesino Maestro
Hermano Oscuro
Maestro Asesino"
fightersRanks,"Aprendiz
Oficial
Espadachín
Protector
Defensor
Guardián
Custodio
Campeón
Guerrero
Maestro"
knightlyOrderRanks,"Aspirante
Escudero
Galante
Caballero
Guardián
Hermano Caballero
Comandante
Mariscal
Senescal
Paladín"
magesRanks,"Aprendiz
Oficial
Evocador
Conjurador
Mago
Encantador
Brujo
Hechicero
Maestro Hechicero
Archimago"
templeRanks,"Novicio
Iniciado
Acólito
Adepto
Vicario
Discípulo
Hermano
Adivino
Maestro
Patriarca"
thievesRanks,"Aprendiz
Oficial
Ladronzuelo
Timador
Atracador
Bandido
Ladrón
Cabecilla
Cerebro
Maestro Ladrón"
darkSister,Hermana Oscura
nonMember,no miembro
knightSister,Hermana Caballera
matriarch,Matriarca
sister,Hermana
daedricSkill,Daédrico
orcishSkill,Órquico
midDateTimeFormatString,{0:00}:{1:00}:{2:00} {3:00} {4:00} 3E{5}
hthDamageFormatString,{0} daño: {1}-{2}
affiliationFormatString,{0} (rep:{1})
answers_5404,"arco
flecha de arco
ballesta
arcos
ballestas"
answers_5406,"uno
1"
answers_5423,"benefactor
el benefactor"
answers_5424,"cállate
callate
silencio"
answers_5464,"sí
si
vale
ok
de acuerdo
hecho
bien
está bien
claro
sip"
random,Aleatorio
nordSurnameImmutableSuffix,sen
confirmDefaultControls,¿Seguro que quieres establecer los controles por defecto?
saveLoadPromptFormat,{0} para '{1}'
